,SEXO,EDAD,NACIO,DISCA,TITU,RAMA,AMBITO,T_UNIV,ESTUDIOS_PADRE,ESTUDIOS_MADRE,IDIOMAS,NIV_ID1,NIV_ID2,MVFUERA,EST_M1,HL_E1,HL_E2,HL_E3,EST_B1,EST_B2_1,EST_B2_4,TIC,CAPITAL_CULTURAL,NIVEL_IDIOMA_MAX,MOVILIDAD_INTL,PRACTICAS_CALIDAD,PERFIL_GLOBAL
12932,1,2,1,2,41301,3,413,1,8.0,8.0,3.0,1.0,1.0,2.0,2.0,4,,2,2.0,,,3.0,8.0,1.0,0,0,2.83
30954,1,1,1,2,101501,3,1015,1,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3,5,2,1.0,1,2,2.0,3.0,2.0,0,2,3.67
25380,1,1,1,2,82101,4,82,1,8.0,8.0,3.0,2.0,3.0,2.0,1.0,3,4,2,1.0,2,1,2.0,8.0,3.0,1,2,9.5
2564,1,3,1,2,11301,3,113,4,7.0,7.0,2.0,2.0,3.0,2.0,2.0,1,1,1,2.0,,,3.0,7.0,3.0,0,3,5.0
8336,2,1,1,2,31101,3,311,1,6.0,6.0,3.0,1.0,3.0,2.0,2.0,4,,2,1.0,1,2,3.0,6.0,3.0,0,0,5.5
15034,1,2,1,2,42101,3,42,3,8.0,8.0,,,,2.0,2.0,1,1,1,2.0,,,2.0,8.0,0.0,0,3,
3569,2,1,1,2,11301,3,113,1,7.0,3.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,5.0,2.0,0,3,3.17
7612,1,2,2,2,23201,1,23,1,3.0,3.0,4.0,1.0,2.0,1.0,2.0,2,3,2,2.0,,,2.0,3.0,2.0,1,1,8.67
2953,2,1,1,2,11301,3,113,3,8.0,8.0,1.0,1.0,,2.0,1.0,1,2,2,1.0,2,2,2.0,8.0,1.0,1,3,5.83
10322,2,1,1,2,31406,3,31,1,8.0,3.0,2.0,2.0,1.0,1.0,1.0,1,2,2,2.0,,,2.0,5.5,2.0,1,3,7.67
6057,1,2,1,2,22202,1,22,1,3.0,8.0,2.0,2.0,3.0,2.0,2.0,2,1,2,1.0,1,2,2.0,5.5,3.0,0,1,5.0
9295,1,3,1,2,31301,5,313,2,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2,2,2,2.0,,,2.0,3.0,2.0,0,1,3.67
3758,2,1,1,2,11301,3,113,3,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1,3,2,2.0,,,2.0,4.0,2.0,0,3,3.67
28888,2,1,1,2,91503,5,91,1,5.0,4.0,3.0,3.0,3.0,2.0,2.0,1,1,2,1.0,1,2,1.0,4.5,3.0,0,3,5.5
22164,2,1,1,2,71503,4,71,1,5.0,4.0,2.0,2.0,3.0,2.0,2.0,2,5,1,1.0,1,2,2.0,4.5,3.0,0,1,5.0
29084,2,1,1,2,91505,5,91,1,4.0,2.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,3.0,2.0,0,3,3.17
16392,2,1,1,2,51101,2,51,1,4.0,4.0,1.0,2.0,,2.0,2.0,3,3,2,1.0,1,2,2.0,4.0,2.0,0,2,3.17
28543,2,1,1,2,91501,5,91,1,8.0,8.0,2.0,1.0,3.0,2.0,1.0,1,3,2,1.0,2,2,3.0,8.0,3.0,1,3,9.0
29675,2,1,1,2,92301,3,92,1,7.0,6.0,2.0,2.0,3.0,1.0,2.0,3,2,2,1.0,1,2,1.0,6.5,3.0,1,2,9.0
25990,2,2,1,2,84101,5,84,1,4.0,4.0,0.0,,,2.0,2.0,3,9,2,2.0,,,2.0,4.0,0.0,0,2,0.0
10372,2,3,1,2,32101,3,32,4,5.0,4.0,2.0,3.0,1.0,2.0,2.0,1,2,2,1.0,2,2,2.0,4.5,3.0,0,3,5.0
30049,2,2,1,2,92301,3,92,1,8.0,8.0,0.0,,,2.0,2.0,1,2,1,2.0,,,2.0,8.0,0.0,0,3,0.0
28241,2,1,1,2,91401,4,91,1,8.0,8.0,2.0,1.0,1.0,1.0,2.0,1,1,2,1.0,1,2,3.0,8.0,1.0,1,3,6.33
13631,2,3,1,2,41302,3,413,1,8.0,4.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,6.0,2.0,0,0,3.17
28712,1,1,1,2,91501,5,91,1,3.0,4.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,3.5,2.0,0,3,3.17
5096,2,3,1,2,21301,1,21,1,2.0,2.0,,,,2.0,2.0,4,,2,2.0,,,2.0,2.0,0.0,0,0,
17318,1,2,1,2,52101,2,52,1,,7.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,7.0,2.0,0,0,3.17
8955,2,2,1,2,31301,5,313,1,4.0,8.0,2.0,1.0,2.0,2.0,2.0,1,2,2,2.0,,,1.0,6.0,2.0,0,3,3.67
14322,1,1,1,2,41403,3,41,1,7.0,8.0,1.0,2.0,,2.0,2.0,1,4,1,2.0,,,3.0,7.5,2.0,0,3,3.17
12990,1,1,1,2,41301,3,413,1,8.0,8.0,2.0,1.0,3.0,2.0,1.0,1,1,2,1.0,1,2,3.0,8.0,3.0,1,3,9.0
12156,1,2,1,2,41301,3,413,1,5.0,3.0,0.0,,,2.0,2.0,1,1,2,1.0,1,2,2.0,4.0,0.0,0,3,0.0
6853,1,3,1,2,23101,1,23,2,,,2.0,2.0,1.0,2.0,2.0,4,,1,2.0,,,2.0,,2.0,0,0,3.67
3762,2,1,1,2,11301,3,113,3,8.0,8.0,1.0,2.0,,2.0,2.0,1,2,1,2.0,,,1.0,8.0,2.0,0,3,3.17
14831,1,1,1,2,42101,3,42,1,6.0,6.0,1.0,1.0,,2.0,2.0,3,2,2,1.0,1,2,2.0,6.0,1.0,0,2,1.83
28700,1,1,1,2,91501,5,91,1,4.0,2.0,1.0,2.0,,2.0,2.0,1,2,1,2.0,,,2.0,3.0,2.0,0,3,3.17
12874,1,3,1,2,41301,3,413,2,2.0,2.0,1.0,2.0,,2.0,2.0,2,1,1,2.0,,,2.0,2.0,2.0,0,1,3.17
20968,1,2,1,2,71404,4,71,1,6.0,8.0,2.0,1.0,3.0,2.0,2.0,4,,2,2.0,,,3.0,7.0,3.0,0,0,5.0
22929,1,3,1,2,72102,2,72,1,3.0,4.0,2.0,2.0,,1.0,1.0,1,2,1,1.0,2,2,2.0,3.5,2.0,1,3,7.67
24586,1,1,1,2,73202,4,73,1,8.0,5.0,2.0,1.0,3.0,1.0,2.0,1,2,2,2.0,,,3.0,6.5,3.0,1,3,9.0
29060,2,1,1,2,91505,5,91,1,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1,1,2,1.0,1,2,2.0,4.0,3.0,0,3,5.0
8559,2,1,1,2,31101,3,311,1,6.0,3.0,2.0,1.0,1.0,1.0,1.0,4,,2,1.0,2,2,1.0,4.5,1.0,1,0,6.33
18043,1,1,1,2,53201,2,53,3,5.0,8.0,2.0,1.0,1.0,2.0,1.0,1,4,2,1.0,1,1,3.0,6.5,1.0,1,3,6.33
1093,2,3,1,2,11201,3,112,4,3.0,3.0,0.0,,,2.0,2.0,2,2,1,2.0,,,1.0,3.0,0.0,0,1,0.0
2157,2,3,1,2,11301,3,113,3,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4,,1,2.0,,,1.0,3.0,3.0,0,0,5.0
27518,2,1,1,2,91301,5,913,1,3.0,3.0,1.0,,,2.0,2.0,1,5,2,1.0,1,2,2.0,3.0,0.0,0,3,0.5
2611,1,1,1,2,11301,3,113,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,4.0,2.0,0,3,3.17
3277,2,1,1,2,11301,3,113,1,,6.0,1.0,3.0,,2.0,2.0,1,1,1,1.0,1,2,2.0,6.0,3.0,0,3,4.5
8233,1,1,1,2,31101,3,311,1,4.0,4.0,1.0,2.0,,1.0,2.0,4,,1,2.0,,,2.0,4.0,2.0,1,0,7.17
23655,2,1,1,2,73102,4,73,1,4.0,4.0,1.0,2.0,,2.0,1.0,4,,2,1.0,1,2,2.0,4.0,2.0,1,0,7.17
27447,2,1,1,2,91301,5,913,1,8.0,3.0,2.0,3.0,2.0,2.0,2.0,1,5,1,2.0,,,1.0,5.5,3.0,0,3,5.0
25722,1,2,1,1,84101,5,84,1,3.0,5.0,1.0,1.0,,2.0,2.0,1,1,2,1.0,1,2,1.0,4.0,1.0,0,3,1.83
21099,1,1,1,2,71404,4,71,1,7.0,7.0,2.0,2.0,1.0,2.0,2.0,2,4,2,1.0,1,2,2.0,7.0,2.0,0,1,3.67
20246,1,2,1,2,71101,4,71,1,6.0,4.0,1.0,2.0,,2.0,2.0,1,4,2,1.0,2,2,3.0,5.0,2.0,0,3,3.17
30660,1,2,1,2,101401,3,1014,1,4.0,5.0,0.0,,,2.0,2.0,1,1,2,1.0,1,2,2.0,4.5,0.0,0,3,0.0
21139,1,1,1,2,71404,4,71,1,4.0,4.0,1.0,1.0,,2.0,2.0,2,4,2,1.0,1,2,3.0,4.0,1.0,0,1,1.83
13504,2,2,1,2,41302,3,413,1,4.0,4.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,2.0,4.0,2.0,0,0,3.17
9273,1,2,2,2,31301,3,313,1,8.0,6.0,1.0,1.0,,2.0,2.0,2,4,2,1.0,1,2,2.0,7.0,1.0,0,1,1.83
23370,2,1,1,2,73101,4,73,1,5.0,4.0,3.0,2.0,1.0,2.0,1.0,3,5,1,1.0,1,2,2.0,4.5,2.0,1,2,8.17
4941,2,1,1,2,21201,1,21,1,3.0,6.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,2.0,4.5,2.0,0,0,3.17
13727,1,3,1,2,41303,3,413,1,2.0,2.0,1.0,3.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,2.0,3.0,0,3,4.5
30025,2,2,1,2,92301,3,92,1,2.0,3.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,2.5,2.0,0,3,3.17
7962,2,1,1,2,31101,3,311,3,6.0,5.0,1.0,2.0,,2.0,2.0,1,1,1,2.0,,,2.0,5.5,2.0,0,3,3.17
2040,2,1,1,2,11301,3,113,3,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1,2,1,2.0,,,2.0,3.0,3.0,0,3,5.0
13656,1,2,1,2,41302,3,413,1,,,1.0,,,2.0,2.0,4,,2,,,,2.0,,0.0,0,0,0.5
28366,2,1,1,2,91402,5,91,1,,,2.0,1.0,3.0,2.0,2.0,1,2,2,2.0,,,2.0,,3.0,0,3,5.0
22505,1,2,1,2,71603,4,71,1,3.0,4.0,1.0,2.0,,2.0,2.0,2,4,2,2.0,,,1.0,3.5,2.0,0,1,3.17
14359,2,1,1,2,41403,3,41,1,8.0,8.0,1.0,2.0,,1.0,2.0,1,1,2,2.0,,,2.0,8.0,2.0,1,3,7.17
10152,1,2,1,2,31404,1,31,1,3.0,6.0,3.0,1.0,1.0,1.0,1.0,1,1,2,1.0,1,2,3.0,4.5,1.0,1,3,6.83
4181,2,2,1,2,11901,3,11,1,2.0,3.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,2.5,2.0,0,3,3.17
13093,2,1,1,2,41301,3,413,1,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2,4,1,1.0,1,2,2.0,3.0,1.0,1,1,6.33
28064,2,1,3,2,91301,5,913,1,8.0,8.0,2.0,1.0,1.0,1.0,2.0,4,,2,1.0,1,2,1.0,8.0,1.0,1,0,6.33
20447,1,1,1,2,71302,4,71,1,4.0,8.0,1.0,1.0,,1.0,1.0,4,,1,1.0,1,2,2.0,6.0,1.0,1,0,5.83
11806,2,2,1,2,41301,3,413,1,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1,2,1,1.0,1,1,2.0,3.0,3.0,0,3,5.0
22216,1,1,1,2,71503,4,71,1,3.0,3.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,3.0,3.0,2.0,0,3,3.17
1292,2,1,1,2,11201,3,112,1,3.0,3.0,0.0,,,2.0,2.0,1,3,1,2.0,,,1.0,3.0,0.0,0,3,0.0
14552,2,1,1,2,42101,3,42,1,4.0,4.0,1.0,1.0,,2.0,2.0,1,1,2,2.0,,,2.0,4.0,1.0,0,3,1.83
15584,2,1,1,2,42101,3,42,1,7.0,7.0,1.0,1.0,,2.0,2.0,3,5,1,1.0,1,2,3.0,7.0,1.0,0,2,1.83
1022,2,1,1,2,11201,3,112,1,3.0,3.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,3.0,2.0,0,3,3.17
29751,2,3,1,2,92301,3,92,1,3.0,3.0,1.0,3.0,,2.0,2.0,4,,1,2.0,,,1.0,3.0,3.0,0,0,4.5
16109,1,3,1,2,42101,3,42,3,3.0,8.0,1.0,3.0,,2.0,2.0,1,1,1,2.0,,,2.0,5.5,3.0,0,3,4.5
22434,2,3,1,2,71601,4,71,1,4.0,4.0,4.0,1.0,1.0,2.0,2.0,4,,1,2.0,,,2.0,4.0,1.0,0,0,3.33
10106,1,1,1,2,31404,1,31,1,3.0,2.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,2.5,2.0,0,3,3.17
17185,1,3,1,2,52101,2,52,1,4.0,6.0,0.0,,,2.0,2.0,4,,1,2.0,,,3.0,5.0,0.0,0,0,0.0
26832,1,3,1,2,91201,5,912,1,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1,5,1,2.0,,,1.0,3.0,2.0,0,3,3.67
28671,2,2,1,2,91501,5,91,3,8.0,8.0,3.0,1.0,2.0,1.0,1.0,1,4,1,2.0,,,2.0,8.0,2.0,1,3,8.17
23137,2,2,1,2,72401,4,72,1,7.0,8.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,7.5,2.0,0,0,3.17
11695,1,3,1,2,41301,3,413,3,4.0,4.0,2.0,1.0,2.0,2.0,2.0,4,,1,2.0,,,3.0,4.0,2.0,0,0,3.67
24873,1,3,1,2,81102,4,81,1,6.0,,1.0,2.0,,2.0,2.0,1,3,1,2.0,,,2.0,6.0,2.0,0,3,3.17
18911,2,3,1,2,54201,2,54,1,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4,,1,2.0,,,2.0,2.5,3.0,0,0,5.0
25745,2,1,1,2,84101,5,84,1,7.0,8.0,1.0,2.0,,2.0,2.0,3,3,2,2.0,,,1.0,7.5,2.0,0,2,3.17
20191,1,2,1,2,71101,4,71,1,8.0,7.0,2.0,1.0,1.0,2.0,1.0,4,,2,1.0,2,2,2.0,7.5,1.0,1,0,6.33
19597,1,3,1,2,61901,4,61,2,7.0,2.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,3.0,4.5,2.0,0,0,3.17
29222,1,1,1,2,91601,5,91,1,,,2.0,2.0,3.0,2.0,1.0,1,2,2,2.0,,,2.0,,3.0,1,3,9.0
26999,2,1,1,2,91301,5,913,1,3.0,3.0,1.0,2.0,,2.0,2.0,1,5,2,1.0,1,2,2.0,3.0,2.0,0,3,3.17
3830,1,2,1,2,11301,3,113,3,5.0,,2.0,1.0,1.0,2.0,2.0,4,,1,2.0,,,2.0,5.0,1.0,0,0,2.33
13388,2,3,1,2,41302,3,413,1,2.0,3.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,2.0,2.5,2.0,0,0,3.17
19861,1,1,1,2,61901,4,61,1,8.0,4.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,3.0,6.0,2.0,0,0,3.17
26085,2,3,1,2,91101,5,91,1,3.0,3.0,0.0,,,2.0,2.0,4,,1,1.0,9,9,1.0,3.0,0.0,0,0,0.0
31227,2,1,1,2,101501,3,1015,1,7.0,8.0,2.0,1.0,2.0,2.0,2.0,1,1,2,1.0,1,2,1.0,7.5,2.0,0,3,3.67
8561,2,1,1,2,31101,3,311,1,4.0,5.0,2.0,1.0,2.0,1.0,2.0,3,5,1,1.0,1,2,2.0,4.5,2.0,1,2,7.67
30399,2,2,1,2,101401,3,1014,1,,,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,,2.0,0,3,3.17
16695,2,1,1,2,51101,2,51,3,8.0,7.0,1.0,1.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,7.5,1.0,0,3,1.83
6083,2,1,1,2,22202,1,22,1,4.0,5.0,2.0,1.0,1.0,1.0,2.0,3,2,2,1.0,1,2,2.0,4.5,1.0,1,2,6.33
29371,2,1,1,2,91601,5,91,1,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1,4,2,1.0,2,2,3.0,3.0,1.0,0,3,2.83
20805,1,2,1,2,71403,4,71,1,8.0,8.0,2.0,1.0,3.0,2.0,2.0,2,4,1,2.0,,,3.0,8.0,3.0,0,1,5.0
4915,1,1,1,2,21201,4,21,1,8.0,8.0,2.0,1.0,1.0,2.0,2.0,3,1,2,2.0,,,3.0,8.0,1.0,0,2,2.33
17790,2,1,1,2,53101,2,53,1,8.0,4.0,1.0,1.0,,2.0,2.0,4,,2,2.0,,,2.0,6.0,1.0,0,0,1.83
4878,2,1,1,2,21201,1,21,1,5.0,5.0,2.0,2.0,2.0,1.0,2.0,1,1,2,1.0,1,2,2.0,5.0,2.0,1,3,7.67
16740,1,1,1,2,51201,2,51,1,8.0,8.0,2.0,1.0,3.0,1.0,2.0,4,,2,1.0,1,2,2.0,8.0,3.0,1,0,9.0
20043,1,2,1,2,61901,4,61,1,3.0,6.0,2.0,,3.0,2.0,2.0,4,,1,2.0,,,3.0,4.5,3.0,0,0,5.0
27113,1,3,1,2,91301,5,913,1,4.0,8.0,3.0,2.0,1.0,2.0,2.0,2,2,1,2.0,,,2.0,6.0,2.0,0,1,4.17
23091,2,1,1,2,72401,4,72,1,8.0,5.0,2.0,2.0,3.0,2.0,2.0,2,1,2,2.0,,,2.0,6.5,3.0,0,1,5.0
15978,2,1,1,2,42101,3,42,1,8.0,8.0,3.0,1.0,1.0,2.0,1.0,1,1,2,1.0,2,2,2.0,8.0,1.0,1,3,6.83
14622,2,1,1,2,42101,3,42,1,8.0,6.0,2.0,3.0,3.0,2.0,2.0,1,1,2,1.0,1,2,2.0,7.0,3.0,0,3,5.0
19821,1,1,1,2,61901,4,61,1,5.0,8.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,3.0,6.5,2.0,0,0,3.17
18135,2,2,3,2,53202,3,53,1,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3,2,1,1.0,2,2,2.0,3.0,2.0,0,2,4.17
10696,2,1,1,2,32102,3,32,1,8.0,8.0,2.0,1.0,3.0,2.0,2.0,1,1,1,1.0,2,2,1.0,8.0,3.0,0,3,5.0
12030,2,1,1,2,41301,3,413,1,8.0,8.0,3.0,1.0,1.0,1.0,1.0,3,4,1,1.0,2,1,2.0,8.0,1.0,1,2,6.83
29025,1,2,1,2,91504,5,91,3,8.0,8.0,0.0,,,2.0,2.0,4,,1,2.0,,,1.0,8.0,0.0,0,0,0.0
28042,2,2,1,2,91301,5,913,1,,3.0,1.0,2.0,,2.0,2.0,1,2,1,1.0,1,2,2.0,3.0,2.0,0,3,3.17
11898,1,2,1,2,41301,3,413,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,2,1,2.0,,,2.0,8.0,1.0,0,3,1.83
31146,2,3,1,2,101501,3,1015,1,7.0,7.0,3.0,1.0,2.0,2.0,2.0,4,,1,2.0,,,2.0,7.0,2.0,0,0,4.17
15776,1,1,1,2,42101,3,42,1,7.0,3.0,1.0,3.0,,2.0,2.0,3,5,1,1.0,1,2,2.0,5.0,3.0,0,2,4.5
24959,1,2,1,2,81103,4,81,1,6.0,3.0,1.0,2.0,,2.0,2.0,2,3,1,2.0,,,2.0,4.5,2.0,0,1,3.17
29337,2,2,1,2,91601,5,91,1,4.0,6.0,1.0,1.0,,1.0,2.0,3,3,2,1.0,1,2,2.0,5.0,1.0,1,2,5.83
13985,1,1,1,2,41403,3,41,3,8.0,8.0,3.0,1.0,1.0,2.0,1.0,1,1,1,1.0,2,2,3.0,8.0,1.0,1,3,6.83
27444,2,1,1,2,91301,5,913,1,,8.0,2.0,2.0,2.0,2.0,2.0,1,5,2,1.0,1,2,2.0,8.0,2.0,0,3,3.67
16631,2,2,1,2,51101,2,51,1,7.0,6.0,4.0,1.0,2.0,1.0,1.0,1,2,2,1.0,1,2,2.0,6.5,2.0,1,3,8.67
6908,2,3,1,2,23101,1,23,2,8.0,5.0,5.0,1.0,1.0,2.0,2.0,4,,1,1.0,1,2,2.0,6.5,1.0,0,0,3.33
11018,2,3,1,2,32201,3,32,1,6.0,8.0,1.0,2.0,,2.0,2.0,2,2,2,2.0,,,1.0,7.0,2.0,0,1,3.17
3826,2,1,1,2,11301,3,113,1,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1,3,2,2.0,,,1.0,2.5,1.0,1,3,6.33
23739,1,1,1,2,73102,4,73,1,4.0,4.0,2.0,1.0,1.0,2.0,1.0,3,3,2,1.0,1,1,3.0,4.0,1.0,1,2,6.33
9969,2,1,1,2,31402,3,31,1,6.0,3.0,0.0,,,2.0,2.0,1,1,2,2.0,,,1.0,4.5,0.0,0,3,0.0
14642,1,2,1,2,42101,3,42,1,3.0,8.0,2.0,1.0,2.0,2.0,2.0,4,,2,2.0,,,2.0,5.5,2.0,0,0,3.67
29753,2,3,1,2,92301,3,92,1,3.0,3.0,1.0,2.0,,2.0,2.0,1,1,1,1.0,1,2,2.0,3.0,2.0,0,3,3.17
18760,2,2,1,2,54101,2,54,1,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2,5,1,2.0,,,3.0,3.0,3.0,0,1,5.0
7705,1,3,1,2,23202,1,23,1,5.0,3.0,1.0,1.0,,2.0,2.0,4,,1,2.0,,,1.0,4.0,1.0,0,0,1.83
29410,2,1,1,2,91601,5,91,1,8.0,8.0,3.0,1.0,3.0,2.0,2.0,1,4,2,2.0,,,2.0,8.0,3.0,0,3,5.5
19650,1,1,1,2,61901,4,61,1,6.0,3.0,2.0,2.0,1.0,2.0,1.0,4,,2,1.0,1,2,3.0,4.5,2.0,1,0,7.67
6393,1,1,1,2,22301,1,22,1,4.0,5.0,2.0,1.0,2.0,1.0,1.0,2,1,2,1.0,1,2,2.0,4.5,2.0,1,1,7.67
5559,2,1,1,2,21302,1,21,1,3.0,3.0,1.0,,,2.0,2.0,1,1,2,1.0,2,2,1.0,3.0,0.0,0,3,0.5
19037,1,1,1,2,61901,4,61,1,3.0,6.0,2.0,1.0,3.0,2.0,2.0,1,3,2,2.0,,,3.0,4.5,3.0,0,3,5.0
27438,2,1,1,2,91301,5,913,1,8.0,4.0,1.0,1.0,,2.0,2.0,3,5,2,1.0,1,2,3.0,6.0,1.0,0,2,1.83
21737,1,1,1,2,71502,4,71,3,8.0,8.0,1.0,1.0,,1.0,2.0,2,5,2,1.0,1,2,3.0,8.0,1.0,1,1,5.83
9956,2,3,1,2,31401,3,31,1,8.0,7.0,3.0,1.0,1.0,2.0,2.0,2,4,2,1.0,1,1,2.0,7.5,1.0,0,1,2.83
12487,1,1,1,2,41301,3,413,3,,,0.0,,,2.0,2.0,2,4,1,2.0,,,2.0,,0.0,0,1,0.0
2744,2,3,1,2,11301,3,113,1,7.0,2.0,1.0,,,1.0,2.0,3,3,1,1.0,1,2,2.0,4.5,0.0,1,2,4.5
27683,2,1,1,2,91301,5,913,1,6.0,6.0,1.0,2.0,,2.0,2.0,1,5,1,1.0,1,2,2.0,6.0,2.0,0,3,3.17
30380,1,2,1,2,101401,3,1014,1,3.0,4.0,1.0,2.0,,2.0,2.0,1,1,2,2.0,,,2.0,3.5,2.0,0,3,3.17
8793,2,1,1,2,31202,3,31,1,5.0,2.0,3.0,1.0,3.0,2.0,2.0,2,2,2,1.0,1,2,2.0,3.5,3.0,0,1,5.5
15044,2,2,1,2,42101,3,42,1,8.0,8.0,1.0,1.0,,1.0,1.0,3,3,1,1.0,2,2,2.0,8.0,1.0,1,2,5.83
22194,1,2,1,2,71503,4,71,1,4.0,8.0,2.0,1.0,1.0,2.0,2.0,4,,2,1.0,2,2,2.0,6.0,1.0,0,0,2.33
13605,2,3,1,2,41302,3,413,1,2.0,4.0,1.0,2.0,,2.0,2.0,3,2,1,2.0,,,2.0,3.0,2.0,0,2,3.17
30991,1,1,1,2,101501,3,1015,1,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1,1,2,1.0,1,2,2.0,2.5,3.0,0,3,5.0
16481,2,2,1,2,51101,2,51,3,2.0,3.0,1.0,2.0,,2.0,2.0,3,3,1,2.0,,,2.0,2.5,2.0,0,2,3.17
22840,2,1,1,2,72101,5,72,1,4.0,4.0,1.0,2.0,,1.0,2.0,1,1,2,1.0,1,2,2.0,4.0,2.0,1,3,7.17
5282,2,1,1,2,21301,1,21,1,5.0,8.0,3.0,1.0,2.0,2.0,2.0,4,,1,2.0,,,2.0,6.5,2.0,0,0,4.17
24084,1,1,1,2,73201,4,73,3,5.0,5.0,1.0,2.0,,1.0,2.0,1,2,2,1.0,1,2,2.0,5.0,2.0,1,3,7.17
26731,2,1,1,2,91201,5,912,1,6.0,5.0,1.0,1.0,,2.0,2.0,1,4,2,1.0,1,2,2.0,5.5,1.0,0,3,1.83
8145,2,1,1,2,31101,3,311,1,4.0,4.0,2.0,1.0,3.0,2.0,2.0,1,1,2,1.0,1,1,2.0,4.0,3.0,0,3,5.0
25516,2,2,1,2,82101,4,82,1,8.0,5.0,2.0,1.0,2.0,1.0,1.0,2,1,1,1.0,2,2,3.0,6.5,2.0,1,1,7.67
2090,1,2,1,2,11301,3,113,3,,,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,,2.0,0,0,3.17
21503,1,1,1,2,71502,4,71,1,8.0,8.0,1.0,1.0,,2.0,2.0,2,4,1,1.0,1,1,2.0,8.0,1.0,0,1,1.83
14482,1,1,1,2,42101,3,42,1,6.0,3.0,1.0,1.0,,2.0,2.0,3,1,1,2.0,,,2.0,4.5,1.0,0,2,1.83
8160,2,2,1,2,31101,3,311,1,4.0,5.0,1.0,2.0,,2.0,2.0,1,1,2,2.0,,,2.0,4.5,2.0,0,3,3.17
28436,1,3,1,2,91501,5,91,1,7.0,6.0,2.0,2.0,3.0,1.0,2.0,1,3,1,2.0,,,2.0,6.5,3.0,1,3,9.0
22313,1,2,1,2,71601,4,71,1,7.0,8.0,2.0,1.0,3.0,1.0,2.0,4,,1,1.0,1,2,3.0,7.5,3.0,1,0,9.0
26452,2,1,1,2,91201,5,912,1,8.0,8.0,1.0,2.0,,2.0,2.0,3,5,2,2.0,,,2.0,8.0,2.0,0,2,3.17
19816,2,3,1,1,61901,4,61,4,8.0,3.0,2.0,,,2.0,2.0,1,1,1,1.0,1,2,3.0,5.5,0.0,0,3,1.0
2949,2,1,1,2,11301,3,113,1,,4.0,1.0,2.0,,2.0,2.0,1,3,2,1.0,1,2,2.0,4.0,2.0,0,3,3.17
27660,2,3,1,2,91301,5,913,1,,,1.0,2.0,,2.0,2.0,4,,2,2.0,,,1.0,,2.0,0,0,3.17
27590,1,2,1,2,91301,5,913,3,8.0,8.0,1.0,2.0,,1.0,2.0,1,4,1,2.0,,,2.0,8.0,2.0,1,3,7.17
7083,2,1,1,2,23102,1,23,1,2.0,5.0,5.0,2.0,2.0,2.0,2.0,4,,1,1.0,1,2,1.0,3.5,2.0,0,0,4.67
27681,2,1,1,2,91301,5,913,3,7.0,6.0,2.0,1.0,3.0,2.0,2.0,3,5,2,2.0,,,1.0,6.5,3.0,0,2,5.0
24427,2,3,1,2,73202,4,73,1,2.0,2.0,1.0,2.0,,2.0,2.0,1,4,1,1.0,1,2,2.0,2.0,2.0,0,3,3.17
