,SEXO,EDAD,NACIO,DISCA,TITU,RAMA,AMBITO,T_UNIV,ESTUDIOS_PADRE,ESTUDIOS_MADRE,IDIOMAS,NIV_ID1,NIV_ID2,MVFUERA,EST_M1,HL_E1,HL_E2,HL_E3,EST_B1,EST_B2_1,EST_B2_4,TIC,CAPITAL_CULTURAL,NIVEL_IDIOMA_MAX,MOVILIDAD_INTL,PRACTICAS_CALIDAD,PERFIL_GLOBAL
5335,2,2,1,2,21302,1,21,2,3.0,5.0,0.0,,,2.0,2.0,4,,2,2.0,,,2.0,4.0,0.0,0,0,0.0
31635,1,2,1,2,109999,3,109,1,6.0,8.0,3.0,1.0,1.0,1.0,2.0,3,1,1,2.0,,,3.0,7.0,1.0,1,2,6.83
617,2,1,1,2,11201,3,112,1,,4.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,2.0,4.0,2.0,0,3,3.17
23242,2,2,1,2,72401,4,72,1,8.0,6.0,2.0,1.0,3.0,1.0,2.0,1,2,2,2.0,,,3.0,7.0,3.0,1,3,9.0
20053,1,3,1,2,61901,4,61,1,8.0,3.0,2.0,1.0,1.0,2.0,1.0,4,,1,1.0,1,2,3.0,5.5,1.0,1,0,6.33
13463,1,3,1,1,41302,3,413,4,8.0,8.0,3.0,1.0,1.0,2.0,2.0,4,,1,2.0,,,3.0,8.0,1.0,0,0,2.83
27506,2,1,1,2,91301,5,913,1,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1,4,2,1.0,1,2,1.0,4.0,3.0,0,3,5.0
23003,1,3,1,2,72201,4,72,1,4.0,4.0,2.0,2.0,3.0,2.0,2.0,4,,1,2.0,,,3.0,4.0,3.0,0,0,5.0
17998,2,2,1,2,53101,2,53,1,,,1.0,1.0,,2.0,1.0,4,,2,1.0,2,2,2.0,,1.0,1,0,5.83
28501,1,2,1,2,91501,5,91,1,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1,2,2,1.0,1,2,2.0,3.5,3.0,0,3,5.0
7887,2,1,1,2,31101,3,311,1,6.0,4.0,3.0,1.0,2.0,1.0,2.0,3,4,2,1.0,1,2,2.0,5.0,2.0,1,2,8.17
27547,2,2,1,2,91301,5,913,1,2.0,2.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,2.0,2.0,0,0,3.17
20891,2,1,1,2,71403,4,71,1,5.0,5.0,1.0,2.0,,2.0,1.0,4,,2,1.0,2,2,3.0,5.0,2.0,1,0,7.17
2006,2,1,1,2,11301,3,113,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,3,1,1.0,1,2,2.0,4.0,2.0,0,3,3.17
21765,1,1,1,2,71502,4,71,1,8.0,6.0,1.0,1.0,,1.0,1.0,1,2,1,1.0,2,2,2.0,7.0,1.0,1,3,5.83
9067,2,1,1,2,31301,3,313,1,4.0,6.0,3.0,1.0,2.0,2.0,1.0,3,2,2,1.0,1,2,2.0,5.0,2.0,1,2,8.17
4556,2,1,1,2,21101,3,211,3,8.0,8.0,2.0,1.0,3.0,2.0,2.0,3,5,2,2.0,,,2.0,8.0,3.0,0,2,5.0
22219,1,2,1,2,71503,4,71,1,7.0,8.0,2.0,1.0,2.0,1.0,2.0,2,1,2,2.0,,,2.0,7.5,2.0,1,1,7.67
7681,1,2,1,2,23201,1,23,1,3.0,6.0,2.0,2.0,2.0,2.0,2.0,4,,1,2.0,,,2.0,4.5,2.0,0,0,3.67
1975,2,1,1,2,11301,3,113,1,6.0,8.0,3.0,1.0,2.0,1.0,1.0,1,2,2,1.0,1,2,3.0,7.0,2.0,1,3,8.17
21616,1,2,1,2,71502,4,71,1,8.0,8.0,3.0,1.0,1.0,2.0,1.0,3,2,2,2.0,,,3.0,8.0,1.0,1,2,6.83
30851,1,1,1,2,101501,3,1015,1,,4.0,1.0,1.0,,2.0,1.0,3,3,2,1.0,1,1,2.0,4.0,1.0,1,2,5.83
6428,2,2,1,2,22301,1,22,1,6.0,6.0,2.0,1.0,2.0,2.0,2.0,4,,1,2.0,,,3.0,6.0,2.0,0,0,3.67
22348,1,2,1,2,71601,4,71,1,8.0,4.0,1.0,1.0,,1.0,2.0,2,4,1,2.0,,,2.0,6.0,1.0,1,1,5.83
401,2,2,1,2,11101,3,11,1,4.0,4.0,0.0,,,2.0,2.0,1,1,2,1.0,1,2,1.0,4.0,0.0,0,3,0.0
10267,2,1,1,1,31406,3,31,1,5.0,5.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,2.0,5.0,2.0,0,0,3.17
2032,2,1,1,2,11301,3,113,3,7.0,7.0,2.0,1.0,1.0,2.0,2.0,4,,2,2.0,,,2.0,7.0,1.0,0,0,2.33
13141,2,1,1,2,41301,3,413,1,3.0,6.0,1.0,2.0,,2.0,2.0,3,5,1,1.0,1,2,2.0,4.5,2.0,0,2,3.17
30837,1,3,1,2,101401,3,1014,1,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2.0,,,2.0,2.0,2.0,0,3,3.67
11803,2,2,1,2,41301,3,413,1,3.0,8.0,1.0,1.0,,2.0,2.0,2,2,2,1.0,1,2,2.0,5.5,1.0,0,1,1.83
5371,2,3,1,2,21302,1,21,1,5.0,4.0,2.0,2.0,2.0,2.0,2.0,4,,1,2.0,,,2.0,4.5,2.0,0,0,3.67
10936,2,1,1,2,32102,3,32,3,8.0,8.0,2.0,1.0,1.0,1.0,2.0,3,2,1,2.0,,,2.0,8.0,1.0,1,2,6.33
6640,2,3,1,2,22901,1,22,1,5.0,8.0,2.0,1.0,1.0,2.0,2.0,4,,1,2.0,,,2.0,6.5,1.0,0,0,2.33
21358,2,1,1,2,71501,4,71,1,8.0,7.0,2.0,2.0,1.0,2.0,2.0,3,4,2,2.0,,,3.0,7.5,2.0,0,2,3.67
29856,2,1,1,2,92301,3,92,1,5.0,8.0,2.0,1.0,3.0,2.0,2.0,1,9,2,1.0,1,2,2.0,6.5,3.0,0,3,5.0
31258,1,1,1,2,101501,3,1015,1,8.0,8.0,2.0,1.0,2.0,1.0,1.0,3,5,2,2.0,,,3.0,8.0,2.0,1,2,7.67
25902,2,1,1,2,84101,5,84,1,8.0,8.0,1.0,2.0,,2.0,2.0,3,2,2,2.0,,,1.0,8.0,2.0,0,2,3.17
14952,1,1,1,2,42101,3,42,1,8.0,8.0,2.0,1.0,3.0,2.0,2.0,2,3,1,2.0,,,2.0,8.0,3.0,0,1,5.0
22132,2,3,1,2,71503,4,71,1,,,0.0,,,2.0,2.0,4,,1,2.0,,,1.0,,0.0,0,0,0.0
21532,1,1,2,2,71502,4,71,1,8.0,8.0,3.0,1.0,2.0,2.0,1.0,2,4,2,1.0,2,2,2.0,8.0,2.0,1,1,8.17
6388,1,1,1,2,22301,1,22,1,4.0,4.0,2.0,1.0,1.0,2.0,1.0,4,,2,1.0,1,2,1.0,4.0,1.0,1,0,6.33
667,1,2,1,2,11201,3,112,3,3.0,3.0,1.0,1.0,,2.0,2.0,1,3,2,1.0,1,2,2.0,3.0,1.0,0,3,1.83
25011,2,2,1,2,81103,4,81,1,3.0,3.0,1.0,3.0,,2.0,2.0,2,1,2,1.0,1,2,2.0,3.0,3.0,0,1,4.5
22740,1,2,1,2,72101,2,72,1,4.0,3.0,1.0,2.0,,2.0,2.0,3,3,2,2.0,,,2.0,3.5,2.0,0,2,3.17
4473,1,1,1,2,21101,3,211,1,8.0,7.0,1.0,1.0,,2.0,2.0,3,5,2,1.0,1,2,2.0,7.5,1.0,0,2,1.83
22135,1,2,1,2,71503,4,71,1,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1,3,2,1.0,1,2,2.0,3.0,3.0,0,3,5.0
15095,1,1,1,2,42101,3,42,1,3.0,5.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,4.0,2.0,0,3,3.17
16577,1,1,1,2,51101,2,51,1,8.0,8.0,3.0,1.0,2.0,2.0,2.0,2,5,1,2.0,,,3.0,8.0,2.0,0,1,4.17
2717,1,3,1,2,11301,3,113,4,3.0,3.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,3.0,2.0,0,0,3.17
26310,2,2,1,2,91201,5,912,1,8.0,8.0,2.0,1.0,2.0,2.0,2.0,3,9,2,2.0,,,1.0,8.0,2.0,0,2,3.67
22778,2,1,1,2,72101,2,72,1,,5.0,1.0,,,2.0,2.0,1,1,2,1.0,1,1,2.0,5.0,0.0,0,3,0.5
18679,1,1,1,2,54101,2,54,1,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1,2,2,1.0,1,2,3.0,3.5,3.0,0,3,5.0
2708,2,2,1,2,11301,3,113,3,4.0,8.0,1.0,2.0,,2.0,2.0,2,1,1,2.0,,,2.0,6.0,2.0,0,1,3.17
27611,2,3,1,2,91301,5,913,3,4.0,8.0,0.0,,,2.0,2.0,1,2,2,2.0,,,1.0,6.0,0.0,0,3,0.0
14846,1,1,3,2,42101,3,42,1,7.0,7.0,1.0,1.0,,1.0,2.0,1,1,2,2.0,,,3.0,7.0,1.0,1,3,5.83
17194,2,3,1,2,52101,2,52,2,4.0,5.0,3.0,1.0,3.0,2.0,2.0,4,,1,2.0,,,2.0,4.5,3.0,0,0,5.5
26790,2,1,1,2,91201,5,912,3,8.0,8.0,2.0,1.0,3.0,1.0,2.0,1,3,2,2.0,,,2.0,8.0,3.0,1,3,9.0
1560,2,1,1,2,11201,3,112,1,5.0,6.0,1.0,1.0,,1.0,1.0,3,2,2,1.0,1,2,2.0,5.5,1.0,1,2,5.83
10566,2,2,1,2,32102,3,32,1,8.0,8.0,3.0,1.0,1.0,2.0,2.0,1,5,1,1.0,1,2,1.0,8.0,1.0,0,3,2.83
11227,2,1,1,2,41202,3,41,1,4.0,6.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,2.0,5.0,2.0,0,0,3.17
9471,1,1,1,2,31301,3,313,1,8.0,8.0,1.0,3.0,,2.0,2.0,4,,1,2.0,,,1.0,8.0,3.0,0,0,4.5
21892,2,1,1,2,71502,4,71,1,8.0,8.0,2.0,1.0,2.0,2.0,2.0,1,2,1,1.0,2,2,2.0,8.0,2.0,0,3,3.67
22325,2,1,1,2,71601,4,71,1,8.0,8.0,1.0,1.0,,2.0,2.0,4,,2,1.0,2,2,2.0,8.0,1.0,0,0,1.83
28342,2,3,1,2,91402,5,91,1,2.0,2.0,0.0,,,2.0,2.0,4,,1,2.0,,,1.0,2.0,0.0,0,0,0.0
3024,2,1,1,2,11301,3,113,1,4.0,4.0,1.0,2.0,,2.0,1.0,1,3,2,1.0,1,2,2.0,4.0,2.0,1,3,7.17
19448,1,2,1,2,61901,4,61,1,8.0,8.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,3.0,8.0,2.0,0,3,3.17
19570,2,3,1,2,61901,4,61,1,6.0,3.0,1.0,2.0,,2.0,1.0,2,5,1,2.0,,,3.0,4.5,2.0,1,1,7.17
22051,1,1,1,2,71503,4,71,1,2.0,2.0,1.0,2.0,,2.0,1.0,4,,2,1.0,2,2,2.0,2.0,2.0,1,0,7.17
5701,2,3,1,2,21502,1,21,1,5.0,3.0,3.0,1.0,2.0,2.0,2.0,4,,1,2.0,,,3.0,4.0,2.0,0,0,4.17
22378,1,1,1,2,71601,4,71,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,2,2,2.0,,,2.0,8.0,1.0,0,3,1.83
7461,2,1,1,2,23201,1,23,1,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2,1,2,1.0,1,2,2.0,3.5,2.0,0,1,3.67
27359,2,1,1,2,91301,5,913,1,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1,5,2,1.0,1,2,2.0,3.5,2.0,0,3,3.67
4825,2,1,1,2,21101,3,211,1,7.0,4.0,1.0,1.0,,2.0,1.0,2,1,2,1.0,1,2,2.0,5.5,1.0,1,1,5.83
15320,1,1,1,2,42101,3,42,1,8.0,8.0,2.0,2.0,3.0,2.0,1.0,1,1,2,1.0,2,2,2.0,8.0,3.0,1,3,9.0
6668,1,2,1,2,22901,1,22,1,3.0,3.0,4.0,1.0,1.0,2.0,2.0,4,,2,1.0,1,2,2.0,3.0,1.0,0,0,3.33
15814,1,3,1,2,42101,3,42,3,2.0,3.0,1.0,1.0,,2.0,2.0,1,3,1,2.0,,,1.0,2.5,1.0,0,3,1.83
23786,1,1,1,2,73201,4,73,1,8.0,4.0,2.0,2.0,2.0,2.0,2.0,2,1,1,1.0,1,2,2.0,6.0,2.0,0,1,3.67
15923,2,1,1,2,42101,3,42,3,8.0,8.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,8.0,2.0,0,0,3.17
7876,2,1,1,2,31101,3,311,1,3.0,3.0,1.0,2.0,,2.0,1.0,4,,2,1.0,1,2,2.0,3.0,2.0,1,0,7.17
29969,1,1,1,2,92301,3,92,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,3.0,4.0,2.0,0,3,3.17
23011,2,3,1,2,72201,4,72,1,3.0,3.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,3.0,2.0,0,0,3.17
31285,2,1,1,2,101501,3,1015,1,8.0,8.0,2.0,1.0,2.0,1.0,2.0,1,2,1,2.0,,,3.0,8.0,2.0,1,3,7.67
4837,2,1,1,2,21101,3,211,3,5.0,6.0,2.0,1.0,3.0,2.0,2.0,2,3,1,1.0,1,2,2.0,5.5,3.0,0,1,5.0
25283,2,3,1,2,81201,4,81,1,7.0,6.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,6.5,2.0,0,0,3.17
28455,2,1,1,2,91501,5,91,1,2.0,2.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,2.0,2.0,2.0,0,3,3.17
939,2,1,1,2,11201,3,112,1,5.0,8.0,1.0,1.0,,1.0,2.0,4,,1,2.0,,,2.0,6.5,1.0,1,0,5.83
2728,1,3,1,2,11301,3,113,3,4.0,4.0,1.0,1.0,,2.0,2.0,1,2,1,2.0,,,2.0,4.0,1.0,0,3,1.83
16110,1,3,1,2,42101,3,42,1,3.0,8.0,0.0,,,2.0,2.0,4,,1,2.0,,,1.0,5.5,0.0,0,0,0.0
27837,1,2,1,2,91301,5,913,3,8.0,5.0,1.0,2.0,,2.0,2.0,3,5,2,2.0,,,2.0,6.5,2.0,0,2,3.17
20265,2,1,1,2,71101,4,71,1,4.0,4.0,2.0,2.0,3.0,2.0,1.0,4,,2,1.0,1,2,3.0,4.0,3.0,1,0,9.0
16307,2,1,1,2,51101,2,51,1,7.0,6.0,2.0,2.0,3.0,1.0,2.0,3,5,2,2.0,,,3.0,6.5,3.0,1,2,9.0
26715,2,2,1,2,91201,5,912,1,8.0,8.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,8.0,2.0,0,0,3.17
9200,2,1,1,2,31301,3,313,1,5.0,8.0,1.0,2.0,,2.0,2.0,3,4,2,2.0,,,2.0,6.5,2.0,0,2,3.17
3315,1,3,1,2,11301,3,113,3,6.0,3.0,3.0,1.0,2.0,2.0,2.0,1,1,1,2.0,,,1.0,4.5,2.0,0,3,4.17
15436,1,2,1,2,42101,3,42,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,1,2,2.0,,,2.0,4.0,2.0,0,3,3.17
2787,2,1,1,2,11301,3,113,1,7.0,7.0,2.0,1.0,2.0,2.0,1.0,1,3,2,1.0,2,2,2.0,7.0,2.0,1,3,7.67
8532,2,2,1,2,31101,3,311,1,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2.0,,,2.0,5.5,2.0,0,1,3.67
23713,2,2,1,2,73102,4,73,1,5.0,5.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,2.0,5.0,2.0,0,0,3.17
21030,1,3,1,2,71404,4,71,1,,,1.0,1.0,,2.0,1.0,1,2,2,1.0,1,1,3.0,,1.0,1,3,5.83
15950,1,3,1,2,42101,3,42,1,,,2.0,2.0,2.0,2.0,2.0,1,2,1,2.0,,,1.0,,2.0,0,3,3.67
8814,1,1,1,2,31202,3,31,1,8.0,8.0,2.0,1.0,2.0,2.0,1.0,4,,2,2.0,,,2.0,8.0,2.0,1,0,7.67
19624,1,2,1,2,61901,4,61,1,5.0,4.0,2.0,1.0,3.0,2.0,2.0,1,1,2,1.0,1,2,3.0,4.5,3.0,0,3,5.0
30824,2,1,1,2,101401,3,1014,1,7.0,3.0,3.0,1.0,2.0,1.0,1.0,1,2,2,1.0,2,2,2.0,5.0,2.0,1,3,8.17
1409,2,1,1,2,11201,3,112,1,7.0,8.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2.0,,,2.0,7.5,2.0,0,3,3.67
25178,1,3,1,2,81103,4,81,1,8.0,8.0,0.0,,,2.0,2.0,4,,1,2.0,,,2.0,8.0,0.0,0,0,0.0
2455,1,1,1,2,11301,3,113,1,3.0,5.0,2.0,1.0,1.0,2.0,2.0,1,3,2,1.0,1,2,3.0,4.0,1.0,0,3,2.33
1403,2,1,1,2,11201,3,112,1,4.0,4.0,1.0,1.0,,2.0,2.0,1,2,2,2.0,,,2.0,4.0,1.0,0,3,1.83
27956,2,1,1,2,91301,5,913,1,3.0,7.0,1.0,3.0,,2.0,2.0,1,5,2,1.0,1,2,2.0,5.0,3.0,0,3,4.5
5259,2,1,1,2,21301,1,21,1,4.0,4.0,1.0,2.0,,1.0,2.0,4,,2,1.0,1,2,2.0,4.0,2.0,1,0,7.17
19219,1,1,1,2,61901,4,61,1,4.0,8.0,1.0,,,2.0,2.0,4,,2,2.0,,,3.0,6.0,0.0,0,0,0.5
919,2,1,1,2,11201,3,112,1,6.0,6.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,6.0,2.0,0,3,3.17
14243,2,1,1,2,41403,3,41,3,8.0,,3.0,2.0,3.0,2.0,2.0,4,,2,2.0,,,2.0,8.0,3.0,0,0,5.5
9484,2,1,1,2,31301,5,313,1,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1,1,2,1.0,1,2,2.0,3.5,3.0,0,3,5.0
14452,2,1,1,2,41601,3,41,1,4.0,6.0,2.0,2.0,2.0,1.0,1.0,3,5,1,1.0,1,2,2.0,5.0,2.0,1,2,7.67
17080,2,1,1,2,51901,5,51,1,4.0,6.0,1.0,1.0,,1.0,1.0,1,3,1,1.0,1,2,2.0,5.0,1.0,1,3,5.83
11914,2,2,1,2,41301,3,413,1,3.0,3.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,2.0,3.0,2.0,0,0,3.17
14553,2,1,1,2,42101,3,42,1,8.0,8.0,2.0,1.0,2.0,2.0,1.0,3,5,2,1.0,2,2,2.0,8.0,2.0,1,2,7.67
4138,1,1,1,2,11901,3,11,1,,,1.0,2.0,,1.0,2.0,1,1,2,2.0,,,2.0,,2.0,1,3,7.17
4055,2,1,3,2,11901,3,11,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,2,1,1.0,1,2,2.0,8.0,1.0,0,3,1.83
5663,1,1,1,2,21502,1,21,1,8.0,8.0,2.0,1.0,2.0,,2.0,4,,2,1.0,1,2,1.0,8.0,2.0,0,0,3.67
8498,2,1,1,2,31101,3,311,1,8.0,,3.0,1.0,1.0,2.0,1.0,3,4,2,2.0,,,2.0,8.0,1.0,1,2,6.83
26212,1,1,1,2,91201,5,912,1,8.0,8.0,1.0,2.0,,2.0,1.0,4,,2,1.0,1,2,1.0,8.0,2.0,1,0,7.17
11032,2,3,1,2,32201,3,32,1,2.0,2.0,1.0,3.0,,2.0,2.0,1,1,1,2.0,,,2.0,2.0,3.0,0,3,4.5
29851,2,1,1,2,92301,3,92,1,5.0,5.0,1.0,3.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,5.0,3.0,0,3,4.5
11092,2,2,1,2,32201,3,32,1,,6.0,0.0,,,2.0,2.0,4,,1,2.0,,,2.0,6.0,0.0,0,0,0.0
13856,2,3,1,2,41401,3,41,1,5.0,5.0,1.0,1.0,,2.0,1.0,4,,1,1.0,2,2,2.0,5.0,1.0,1,0,5.83
10599,1,1,1,2,32102,3,32,1,7.0,7.0,,,,2.0,2.0,2,3,2,2.0,,,2.0,7.0,0.0,0,1,
12192,1,3,1,2,41301,3,413,3,3.0,2.0,1.0,2.0,,2.0,2.0,1,1,1,1.0,1,2,2.0,2.5,2.0,0,3,3.17
19976,1,3,1,2,61901,4,61,1,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1,1,2,2.0,,,3.0,3.0,2.0,1,3,7.67
28285,1,2,1,2,91402,5,91,3,8.0,8.0,1.0,2.0,,2.0,2.0,1,1,1,2.0,,,2.0,8.0,2.0,0,3,3.17
7309,2,1,1,2,23104,1,23,3,8.0,8.0,3.0,1.0,1.0,2.0,1.0,3,3,1,1.0,2,2,2.0,8.0,1.0,1,2,6.83
12067,1,3,1,2,41301,3,413,3,,4.0,1.0,2.0,,2.0,2.0,2,1,1,2.0,,,2.0,4.0,2.0,0,1,3.17
1287,2,1,1,2,11201,3,112,1,4.0,3.0,2.0,1.0,3.0,2.0,1.0,4,,2,1.0,1,2,2.0,3.5,3.0,1,0,9.0
22734,2,3,1,2,72101,2,72,1,2.0,2.0,1.0,2.0,,2.0,2.0,1,1,2,2.0,,,2.0,2.0,2.0,0,3,3.17
26136,1,1,1,2,91101,5,91,1,8.0,8.0,2.0,1.0,2.0,2.0,2.0,1,1,2,2.0,,,2.0,8.0,2.0,0,3,3.67
23769,1,1,1,2,73102,4,73,1,7.0,7.0,1.0,1.0,,2.0,2.0,4,,2,2.0,,,3.0,7.0,1.0,0,0,1.83
25772,1,3,1,2,84101,5,84,3,5.0,5.0,2.0,1.0,2.0,2.0,2.0,3,4,1,2.0,,,2.0,5.0,2.0,0,2,3.67
14456,2,2,1,2,41601,3,41,1,5.0,8.0,2.0,1.0,3.0,1.0,1.0,1,2,2,2.0,,,2.0,6.5,3.0,1,3,9.0
3325,2,3,1,2,11301,3,113,3,,,0.0,,,2.0,2.0,4,,1,2.0,,,2.0,,0.0,0,0,0.0
7177,2,3,1,2,23103,1,23,1,7.0,4.0,3.0,1.0,1.0,2.0,2.0,4,,1,2.0,,,2.0,5.5,1.0,0,0,2.83
28794,1,3,1,2,91502,5,91,3,,3.0,1.0,2.0,,2.0,2.0,1,2,1,2.0,,,2.0,3.0,2.0,0,3,3.17
8190,2,1,1,2,31101,3,311,1,6.0,8.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,2.0,7.0,2.0,0,3,3.17
10680,1,1,1,2,32102,3,32,1,4.0,7.0,3.0,1.0,2.0,2.0,1.0,3,5,1,1.0,2,1,2.0,5.5,2.0,1,2,8.17
25365,1,2,1,2,82101,4,82,1,3.0,3.0,1.0,3.0,,2.0,2.0,4,,2,1.0,1,2,2.0,3.0,3.0,0,0,4.5
17934,1,1,1,2,53101,2,53,1,4.0,4.0,2.0,1.0,1.0,2.0,1.0,4,,2,1.0,1,2,2.0,4.0,1.0,1,0,6.33
19277,1,1,1,2,61901,4,61,1,5.0,4.0,0.0,,,2.0,2.0,2,1,1,1.0,1,2,3.0,4.5,0.0,0,1,0.0
21837,1,1,1,2,71502,4,71,1,4.0,4.0,3.0,1.0,2.0,2.0,2.0,4,,2,1.0,1,2,3.0,4.0,2.0,0,0,4.17
13056,2,2,1,2,41301,3,413,1,,,2.0,,,2.0,2.0,4,,1,2.0,,,2.0,,0.0,0,0,1.0
23728,1,3,1,2,73102,4,73,1,4.0,4.0,1.0,2.0,,2.0,2.0,2,5,1,2.0,,,3.0,4.0,2.0,0,1,3.17
22424,2,3,1,2,71601,4,71,1,8.0,8.0,1.0,1.0,,2.0,2.0,4,,1,2.0,,,2.0,8.0,1.0,0,0,1.83
18871,1,2,1,2,54201,2,54,1,4.0,4.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,3.0,4.0,2.0,0,0,3.17
12659,1,3,1,2,41301,3,413,1,3.0,3.0,4.0,1.0,1.0,2.0,2.0,4,,1,1.0,1,2,2.0,3.0,1.0,0,0,3.33
14440,2,1,1,2,41601,3,41,1,8.0,4.0,1.0,1.0,,1.0,1.0,1,1,2,2.0,,,3.0,6.0,1.0,1,3,5.83
7749,1,1,1,2,23901,1,23,1,6.0,4.0,3.0,1.0,1.0,2.0,2.0,1,1,2,1.0,1,2,1.0,5.0,1.0,0,3,2.83
14494,1,1,1,2,42101,3,42,3,8.0,8.0,1.0,1.0,,2.0,2.0,3,2,2,2.0,,,3.0,8.0,1.0,0,2,1.83
4389,2,1,1,2,21101,3,211,1,8.0,8.0,2.0,1.0,2.0,2.0,2.0,4,,2,2.0,,,3.0,8.0,2.0,0,0,3.67
7222,2,1,2,2,23104,1,23,1,6.0,8.0,2.0,1.0,3.0,1.0,2.0,1,1,2,1.0,1,2,2.0,7.0,3.0,1,3,9.0
3200,2,1,1,2,11301,3,113,1,3.0,8.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,5.5,2.0,0,0,3.17
6667,1,1,1,2,22901,1,22,1,8.0,8.0,3.0,1.0,1.0,1.0,1.0,4,,2,1.0,2,2,2.0,8.0,1.0,1,0,6.83
1614,2,2,1,2,11201,3,112,3,6.0,8.0,1.0,2.0,,2.0,2.0,3,3,1,2.0,,,1.0,7.0,2.0,0,2,3.17
27761,2,1,1,2,91301,5,913,1,7.0,8.0,2.0,3.0,1.0,1.0,2.0,1,5,1,1.0,1,2,2.0,7.5,3.0,1,3,9.0
12249,1,2,1,2,41301,3,413,3,5.0,4.0,1.0,3.0,,2.0,2.0,1,2,1,1.0,1,2,2.0,4.5,3.0,0,3,4.5
6896,1,1,1,2,23101,1,23,1,6.0,5.0,4.0,1.0,3.0,2.0,2.0,2,1,2,2.0,,,2.0,5.5,3.0,0,1,6.0
15906,2,1,1,2,42101,3,42,3,8.0,8.0,1.0,1.0,,2.0,2.0,3,2,2,2.0,,,3.0,8.0,1.0,0,2,1.83
5620,2,1,1,2,21401,1,21,1,5.0,8.0,2.0,2.0,2.0,1.0,2.0,1,2,2,2.0,,,2.0,6.5,2.0,1,3,7.67
12953,2,2,1,2,41301,3,413,1,,6.0,1.0,2.0,,2.0,2.0,1,2,1,1.0,1,2,2.0,6.0,2.0,0,3,3.17
1949,1,1,1,2,11301,3,113,1,8.0,8.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2.0,,,2.0,8.0,2.0,0,3,3.67
31536,1,1,1,2,104101,4,109,1,8.0,8.0,2.0,1.0,3.0,2.0,2.0,2,5,2,1.0,1,2,1.0,8.0,3.0,0,1,5.0
4689,2,1,1,2,21101,3,211,1,3.0,3.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,1.0,3.0,2.0,0,0,3.17
31357,2,1,1,2,101501,3,1015,1,5.0,5.0,3.0,1.0,1.0,1.0,2.0,1,1,1,2.0,,,2.0,5.0,1.0,1,3,6.83
19943,1,3,1,2,61901,4,61,1,5.0,5.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,3.0,5.0,2.0,0,0,3.17
10817,1,1,1,1,32102,3,32,1,,7.0,1.0,1.0,,1.0,2.0,1,1,2,1.0,9,9,2.0,7.0,1.0,1,3,5.83
19909,2,3,1,2,61901,4,61,1,5.0,8.0,2.0,2.0,1.0,2.0,2.0,1,2,2,1.0,1,1,3.0,6.5,2.0,0,3,3.67
26100,2,2,1,2,91101,5,91,1,4.0,4.0,1.0,3.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,4.0,3.0,0,3,4.5
15,2,1,1,2,11101,3,11,1,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1,2,1,1.0,1,2,2.0,3.0,2.0,0,3,3.67
21305,1,2,1,2,71405,4,71,1,4.0,3.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,3.0,3.5,2.0,0,0,3.17
